;Freq(Hz)	Relative Amplitude (dB): Left
19192.3828	-89.151825
19195.3125	-89.169762
19198.2422	-89.157394
19201.1719	-89.065559
19204.1016	-89.036423
19207.0312	-89.108284
19209.9609	-89.171745
19212.8906	-89.140297
19215.8203	-89.111641
19218.7500	-89.127541
19221.6797	-89.156548
19224.6094	-89.192101
19227.5391	-89.233864
19230.4688	-89.222176
19233.3984	-89.154327
19236.3281	-89.138573
19239.2578	-89.171844
19242.1875	-89.176048
19245.1172	-89.178123
19248.0469	-89.218681
19250.9766	-89.294327
19253.9062	-89.385567
19256.8359	-89.401436
19259.7656	-89.332405
19262.6953	-89.307899
19265.6250	-89.295006
19268.5547	-89.274338
19271.4844	-89.292908
19274.4141	-89.273102
19277.3438	-89.264442
19280.2734	-89.278633
19283.2031	-89.288742
19286.1328	-89.310524
19289.0625	-89.298431
19291.9922	-89.286301
19294.9219	-89.300087
19297.8516	-89.232811
19300.7812	-89.247131
19303.7109	-89.451027
19306.6406	-89.470917
19309.5703	-89.417450
19312.5000	-89.438187
19315.4297	-89.432236
19318.3594	-89.446938
19321.2891	-89.354416
19324.2188	-89.265388
19327.1484	-89.322021
19330.0781	-89.401474
19333.0078	-89.411255
19335.9375	-89.404900
19338.8672	-89.436470
19341.7969	-89.469604
19344.7266	-89.497650
19347.6562	-89.487526
19350.5859	-89.513863
19353.5156	-89.600288
19356.4453	-89.610336
19359.3750	-89.568947
19362.3047	-89.527580
19365.2344	-89.497032
19368.1641	-89.517189
19371.0938	-89.522469
19374.0234	-89.488663
19376.9531	-89.482468
19379.8828	-89.481560
19382.8125	-89.528557
19385.7422	-89.624397
19388.6719	-89.669456
19391.6016	-89.671623
19394.5312	-89.631767
19397.4609	-89.616776
19400.3906	-89.608376
19403.3203	-89.512421
19406.2500	-89.488304
19409.1797	-89.525558
19412.1094	-89.539429
19415.0391	-89.537971
19417.9688	-89.572266
19420.8984	-89.672775
19423.8281	-89.701561
19426.7578	-89.658348
19429.6875	-89.602524
19432.6172	-89.585594
19435.5469	-89.615776
19438.4766	-89.607262
19441.4062	-89.607101
19444.3359	-89.663254
19447.2656	-89.674660
19450.1953	-89.689293
19453.1250	-89.819633
19456.0547	-89.869080
19458.9844	-89.793007
19461.9141	-89.745743
19464.8438	-89.729256
19467.7734	-89.752632
19470.7031	-89.734169
19473.6328	-89.695610
19476.5625	-89.735001
19479.4922	-89.789352
19482.4219	-89.868530
19485.3516	-89.901718
19488.2812	-89.846603
19491.2109	-89.813843
19494.1406	-89.807159
19497.0703	-89.820099
19500.0000	-89.812210
19502.9297	-89.832916
19505.8594	-89.888901
19508.7891	-89.854378
19511.7188	-89.833977
19514.6484	-89.909096
19517.5781	-89.921394
19520.5078	-89.920502
19523.4375	-89.956131
19526.3672	-89.955429
19529.2969	-89.979744
19532.2266	-89.982620
19535.1562	-89.987061
19538.0859	-90.040169
19541.0156	-90.069572
19543.9453	-90.063774
19546.8750	-90.011322
19549.8047	-90.031624
